32,Aprota Villas Arugambay,Wine / champagne
33,Aprota Villas Arugambay,Swimup bar
34,Aprota Villas Arugambay,Poolside bar
35,Aprota Villas Arugambay,Bicycles available
36,Aprota Villas Arugambay,Canoeing
37,Aprota Villas Arugambay,Water sport equipment rentals
38,Aprota Villas Arugambay,Walking tours
39,Aprota Villas Arugambay,Board games / puzzles
40,Aprota Villas Arugambay,Nightclub / DJ
41,Aprota Villas Arugambay,Children's television networks
42,Aprota Villas Arugambay,Kids pool
43,Aprota Villas Arugambay,Highchairs available
44,Aprota Villas Arugambay,Airport transportation
45,Aprota Villas Arugambay,Business Center with Internet Access
46,Aprota Villas Arugambay,Conference facilities
47,Aprota Villas Arugambay,Meeting rooms
48,Aprota Villas Arugambay,Photo copier / fax In business center
49,Aprota Villas Arugambay,Spa
50,Aprota Villas Arugambay,24-hour security
51,Aprota Villas Arugambay,BBQ facilities
52,Aprota Villas Arugambay,Baggage storage
53,Aprota Villas Arugambay,Concierge
54,Aprota Villas Arugambay,Non-smoking hotel
55,Aprota Villas Arugambay,Outdoor furniture
56,Aprota Villas Arugambay,Picnic area
57,Aprota Villas Arugambay,Sun deck
58,Aprota Villas Arugambay,Sun loungers / beach chairs
59,Aprota Villas Arugambay,Sun terrace
60,Aprota Villas Arugambay,Sun umbrellas
61,Aprota Villas Arugambay,Butler service
62,Aprota Villas Arugambay,Doorperson
63,Aprota Villas Arugambay,First aid kit
64,Aprota Villas Arugambay,Umbrella
65,Aprota Villas Arugambay,24-hour front desk
66,Aprota Villas Arugambay,Private check-in / check-out
67,Aprota Villas Arugambay,Dry cleaning
68,Aprota Villas Arugambay,Laundry service
69,Aprota Villas Arugambay,Ironing service
70,Aprota Villas Arugambay,Blackout curtains
71,Aprota Villas Arugambay,Bathrobes
72,Aprota Villas Arugambay,Air conditioning
73,Aprota Villas Arugambay,Desk
74,Aprota Villas Arugambay,Housekeeping
75,Aprota Villas Arugambay,Coffee / tea maker
76,Aprota Villas Arugambay,Cable / satellite TV
77,Aprota Villas Arugambay,Bidet
78,Aprota Villas Arugambay,Interconnected rooms available
79,Aprota Villas Arugambay,Private balcony
80,Aprota Villas Arugambay,Room service
81,Aprota Villas Arugambay,Safe
82,Aprota Villas Arugambay,Seating area
83,Aprota Villas Arugambay,Sofa
84,Aprota Villas Arugambay,Telephone
85,Aprota Villas Arugambay,Wardrobe / closet
86,Aprota Villas Arugambay,Bottled water
87,Aprota Villas Arugambay,Minibar
88,Aprota Villas Arugambay,Refrigerator
89,Aprota Villas Arugambay,Electric kettle
90,Aprota Villas Arugambay,Flatscreen TV
91,Aprota Villas Arugambay,On-demand movies
92,Aprota Villas Arugambay,Bath / shower
93,Aprota Villas Arugambay,Complimentary toiletries
94,Aprota Villas Arugambay,Hair dryer
95,Aprota Villas Arugambay,Ocean view
96,Aprota Villas Arugambay,Non-smoking rooms
97,Aprota Villas Arugambay,Suites
98,Aprota Villas Arugambay,Family rooms
,hotel,feature
0,Rathnapriya Safari Guest Galoya,Free parking
1,Rathnapriya Safari Guest Galoya,Free High Speed Internet (WiFi)
2,Rathnapriya Safari Guest Galoya,Wifi
3,Rathnapriya Safari Guest Galoya,Free breakfast
4,Rathnapriya Safari Guest Galoya,Pets Allowed ( Dog / Pet Friendly )
5,Rathnapriya Safari Guest Galoya,Airport transportation
6,Rathnapriya Safari Guest Galoya,Shuttle bus service
7,Rathnapriya Safari Guest Galoya,Room service
,hotel,feature
0,Whisky Point Surf Cabana,Free parking
1,Whisky Point Surf Cabana,Free High Speed Internet (WiFi)
2,Whisky Point Surf Cabana,Wifi
3,Whisky Point Surf Cabana,Free breakfast
4,Whisky Point Surf Cabana,Restaurant
5,Whisky Point Surf Cabana,Beach
6,Whisky Point Surf Cabana,Pets Allowed ( Dog / Pet Friendly )
7,Whisky Point Surf Cabana,Airport transportation
,hotel,feature
,hotel,feature
,hotel,feature
0,Paper Moon Kudils,Free parking
1,Paper Moon Kudils,Free internet
2,Paper Moon Kudils,Pool
3,Paper Moon Kudils,Fitness Center with Gym / Workout Room
4,Paper Moon Kudils,Free breakfast
5,Paper Moon Kudils,Beach
6,Paper Moon Kudils,Fishing
7,Paper Moon Kudils,Children Activities (Kid / Family Friendly)
8,Paper Moon Kudils,Secured parking
9,Paper Moon Kudils,Internet
10,Paper Moon Kudils,Pool / beach towels
11,Paper Moon Kudils,Outdoor pool
12,Paper Moon Kudils,Restaurant
13,Paper Moon Kudils,Breakfast available
14,Paper Moon Kudils,Complimentary welcome drink
15,Paper Moon Kudils,Airport transportation
16,Paper Moon Kudils,Car hire
17,Paper Moon Kudils,24-hour security
18,Paper Moon Kudils,Outdoor furniture
19,Paper Moon Kudils,Shared lounge / TV area
20,Paper Moon Kudils,Sun loungers / beach chairs
21,Paper Moon Kudils,Sun terrace
22,Paper Moon Kudils,24-hour front desk
23,Paper Moon Kudils,Express check-in / check-out
24,Paper Moon Kudils,Laundry service
25,Paper Moon Kudils,Ironing service
26,Paper Moon Kudils,Blackout curtains
27,Paper Moon Kudils,Private beach
28,Paper Moon Kudils,Desk
29,Paper Moon Kudils,Seating area
30,Paper Moon Kudils,Bottled water
31,Paper Moon Kudils,Wake-up service / alarm clock
32,Paper Moon Kudils,Bath / shower
33,Paper Moon Kudils,Non-smoking rooms
,hotel,feature
0,Riva Del Sole,Free parking
1,Riva Del Sole,Free internet
2,Riva Del Sole,Free breakfast
3,Riva Del Sole,Beach
4,Riva Del Sole,Children Activities (Kid / Family Friendly)
5,Riva Del Sole,Airport transportation
6,Riva Del Sole,Business Center with Internet Access
7,Riva Del Sole,Spa
8,Riva Del Sole,Secured parking
9,Riva Del Sole,Restaurant
10,Riva Del Sole,Room service
,hotel,feature
,hotel,feature
0,De Perla Resort,Free parking
1,De Perla Resort,Free High Speed Internet (WiFi)
2,De Perla Resort,Wifi
3,De Perla Resort,Free breakfast
4,De Perla Resort,Restaurant
5,De Perla Resort,Beach
6,De Perla Resort,Pets Allowed ( Dog / Pet Friendly )
7,De Perla Resort,Airport transportation
8,De Perla Resort,Family rooms
9,De Perla Resort,Smoking rooms available
,hotel,feature
,hotel,feature
0,Whisky Point Resort,Free parking
1,Whisky Point Resort,Free High Speed Internet (WiFi)
2,Whisky Point Resort,Yoga classes
3,Whisky Point Resort,Free breakfast
4,Whisky Point Resort,Beach
5,Whisky Point Resort,Snorkeling
6,Whisky Point Resort,Pets Allowed ( Dog / Pet Friendly )
7,Whisky Point Resort,Airport transportation
8,Whisky Point Resort,Secured parking
9,Whisky Point Resort,Wifi
10,Whisky Point Resort,Yoga room
11,Whisky Point Resort,Bar / lounge
12,Whisky Point Resort,Restaurant
13,Whisky Point Resort,Bicycle tours
14,Whisky Point Resort,Fishing
15,Whisky Point Resort,Nightclub / DJ
16,Whisky Point Resort,Shuttle bus service
17,Whisky Point Resort,Car hire
18,Whisky Point Resort,Taxi service
19,Whisky Point Resort,Spa
20,Whisky Point Resort,Massage
21,Whisky Point Resort,Neck massage
22,Whisky Point Resort,Concierge
23,Whisky Point Resort,Currency exchange
24,Whisky Point Resort,Mosquito net
25,Whisky Point Resort,Outdoor fireplace
26,Whisky Point Resort,Outdoor furniture
27,Whisky Point Resort,Picnic area
28,Whisky Point Resort,Sun loungers / beach chairs
29,Whisky Point Resort,Laundry service
30,Whisky Point Resort,Housekeeping
31,Whisky Point Resort,Room service
32,Whisky Point Resort,Bath / shower
33,Whisky Point Resort,Ocean view
34,Whisky Point Resort,Landmark view
35,Whisky Point Resort,Non-smoking rooms
,hotel,feature
,hotel,feature
,hotel,feature
0,Dream Garden Resort,Free parking
1,Dream Garden Resort,Free High Speed Internet (WiFi)
2,Dream Garden Resort,Pool
3,Dream Garden Resort,Bar / lounge
4,Dream Garden Resort,Beach
5,Dream Garden Resort,Bicycle rental
6,Dream Garden Resort,Children Activities (Kid / Family Friendly)
7,Dream Garden Resort,Pets Allowed ( Dog / Pet Friendly )
8,Dream Garden Resort,Parking
9,Dream Garden Resort,Wifi
10,Dream Garden Resort,Pool / beach towels
11,Dream Garden Resort,Outdoor pool
12,Dream Garden Resort,Restaurant
13,Dream Garden Resort,Breakfast available
14,Dream Garden Resort,Water sport equipment rentals
15,Dream Garden Resort,Airport transportation
16,Dream Garden Resort,Non-smoking hotel
17,Dream Garden Resort,Sun umbrellas
18,Dream Garden Resort,Laundry service
19,Dream Garden Resort,Air conditioning
20,Dream Garden Resort,Desk
21,Dream Garden Resort,Housekeeping
22,Dream Garden Resort,Room service
23,Dream Garden Resort,Electric kettle
24,Dream Garden Resort,Cable / satellite TV
25,Dream Garden Resort,Flatscreen TV
26,Dream Garden Resort,Bath / shower
27,Dream Garden Resort,Safe
28,Dream Garden Resort,Seating area
29,Dream Garden Resort,Telephone
30,Dream Garden Resort,Wardrobe / closet
31,Dream Garden Resort,Clothes rack
32,Dream Garden Resort,Private bathrooms
33,Dream Garden Resort,Wake-up service / alarm clock
34,Dream Garden Resort,Complimentary toiletries
35,Dream Garden Resort,Hair dryer
36,Dream Garden Resort,Non-smoking rooms
37,Dream Garden Resort,Suites
38,Dream Garden Resort,Family rooms
,hotel,feature
0,Ecoland Resort,Free parking
1,Ecoland Resort,Restaurant
2,Ecoland Resort,Children Activities (Kid / Family Friendly)
3,Ecoland Resort,Airport transportation
4,Ecoland Resort,Room service
,hotel,feature
0,Blue Waters Arugambay,Free parking
1,Blue Waters Arugambay,Free High Speed Internet (WiFi)
2,Blue Waters Arugambay,Pool / beach towels
3,Blue Waters Arugambay,Yoga classes
4,Blue Waters Arugambay,Coffee shop
5,Blue Waters Arugambay,Beach
6,Blue Waters Arugambay,Bicycle rental
7,Blue Waters Arugambay,Children's playground
8,Blue Waters Arugambay,Restaurant
9,Blue Waters Arugambay,Breakfast available
10,Blue Waters Arugambay,Kids' meals
11,Blue Waters Arugambay,Outdoor dining area
12,Blue Waters Arugambay,Special diet menus
13,Blue Waters Arugambay,Fishing
14,Blue Waters Arugambay,Patio
15,Blue Waters Arugambay,Walking tours
16,Blue Waters Arugambay,Indoor play area for children
17,Blue Waters Arugambay,Children Activities (Kid / Family Friendly)
18,Blue Waters Arugambay,Airport transportation
19,Blue Waters Arugambay,Car hire
20,Blue Waters Arugambay,Taxi service
21,Blue Waters Arugambay,Foot massage
22,Blue Waters Arugambay,24-hour security
23,Blue Waters Arugambay,BBQ facilities
24,Blue Waters Arugambay,Baggage storage
25,Blue Waters Arugambay,Currency exchange
26,Blue Waters Arugambay,Mosquito net
27,Blue Waters Arugambay,Newspaper
28,Blue Waters Arugambay,Outdoor fireplace
29,Blue Waters Arugambay,Outdoor furniture
30,Blue Waters Arugambay,Sun loungers / beach chairs
31,Blue Waters Arugambay,Sun umbrellas
32,Blue Waters Arugambay,First aid kit
33,Blue Waters Arugambay,Umbrella
34,Blue Waters Arugambay,24-hour front desk
35,Blue Waters Arugambay,Express check-in / check-out
36,Blue Waters Arugambay,Dry cleaning
37,Blue Waters Arugambay,Laundry service
38,Blue Waters Arugambay,Ironing service
39,Blue Waters Arugambay,Allergy-free room
40,Blue Waters Arugambay,Blackout curtains
41,Blue Waters Arugambay,Private beach
42,Blue Waters Arugambay,Desk
43,Blue Waters Arugambay,Housekeeping
44,Blue Waters Arugambay,Coffee / tea maker
45,Blue Waters Arugambay,Extra long beds
46,Blue Waters Arugambay,Bidet
47,Blue Waters Arugambay,Private balcony
48,Blue Waters Arugambay,Room service
49,Blue Waters Arugambay,Safe
50,Blue Waters Arugambay,Seating area
51,Blue Waters Arugambay,Wardrobe / closet
52,Blue Waters Arugambay,Bottled water
53,Blue Waters Arugambay,Clothes rack
54,Blue Waters Arugambay,Private bathrooms
55,Blue Waters Arugambay,Wake-up service / alarm clock
56,Blue Waters Arugambay,Kitchenette
57,Blue Waters Arugambay,Oven
58,Blue Waters Arugambay,Refrigerator
59,Blue Waters Arugambay,Stovetop
60,Blue Waters Arugambay,Electric kettle
61,Blue Waters Arugambay,Kitchenware
62,Blue Waters Arugambay,Walk-in shower
63,Blue Waters Arugambay,Bath / shower
64,Blue Waters Arugambay,Complimentary toiletries
65,Blue Waters Arugambay,Ocean view
66,Blue Waters Arugambay,Landmark view
67,Blue Waters Arugambay,Bridal suite
68,Blue Waters Arugambay,Family rooms
,hotel,feature
0,Kottukal Beach House By Jetwing,Free parking
1,Kottukal Beach House By Jetwing,Free High Speed Internet (WiFi)
2,Kottukal Beach House By Jetwing,Outdoor pool
3,Kottukal Beach House By Jetwing,Restaurant
4,Kottukal Beach House By Jetwing,Beach
5,Kottukal Beach House By Jetwing,BBQ facilities
6,Kottukal Beach House By Jetwing,Mosquito net
7,Kottukal Beach House By Jetwing,Laundry service
8,Kottukal Beach House By Jetwing,Parking
9,Kottukal Beach House By Jetwing,Wifi
10,Kottukal Beach House By Jetwing,Breakfast available
11,Kottukal Beach House By Jetwing,Air conditioning
12,Kottukal Beach House By Jetwing,Desk
13,Kottukal Beach House By Jetwing,Housekeeping
14,Kottukal Beach House By Jetwing,Safe
15,Kottukal Beach House By Jetwing,Seating area
16,Kottukal Beach House By Jetwing,Sofa
17,Kottukal Beach House By Jetwing,Bath / shower
18,Kottukal Beach House By Jetwing,Complimentary toiletries
19,Kottukal Beach House By Jetwing,Bottled water
20,Kottukal Beach House By Jetwing,Iron
21,Kottukal Beach House By Jetwing,Hair dryer
22,Kottukal Beach House By Jetwing,Non-smoking rooms
23,Kottukal Beach House By Jetwing,Family rooms
,hotel,feature
0,Jetwing Surf,Free parking
1,Jetwing Surf,Free High Speed Internet (WiFi)
2,Jetwing Surf,Pool
3,Jetwing Surf,Free breakfast
4,Jetwing Surf,Beach
5,Jetwing Surf,Airport transportation
6,Jetwing Surf,24-hour security
7,Jetwing Surf,Concierge
8,Jetwing Surf,Wifi
9,Jetwing Surf,Pool / beach towels
10,Jetwing Surf,Outdoor pool
11,Jetwing Surf,Bar / lounge
12,Jetwing Surf,Restaurant
13,Jetwing Surf,Breakfast available
14,Jetwing Surf,Special diet menus
15,Jetwing Surf,Taxi service
16,Jetwing Surf,Mosquito net
17,Jetwing Surf,Sun umbrellas
18,Jetwing Surf,Private check-in / check-out
19,Jetwing Surf,Dry cleaning
20,Jetwing Surf,Laundry service
21,Jetwing Surf,Ironing service
22,Jetwing Surf,Bathrobes
23,Jetwing Surf,Housekeeping
24,Jetwing Surf,Room service
25,Jetwing Surf,Safe
26,Jetwing Surf,Seating area
27,Jetwing Surf,Coffee / tea maker
28,Jetwing Surf,Bath / shower
29,Jetwing Surf,Complimentary toiletries
30,Jetwing Surf,Clothes rack
31,Jetwing Surf,Wake-up service / alarm clock
32,Jetwing Surf,Hair dryer
33,Jetwing Surf,Non-smoking rooms
,hotel,feature
,hotel,feature
,hotel,feature
0,20 House Arugam,Free parking
1,20 House Arugam,Free High Speed Internet (WiFi)
2,20 House Arugam,Coffee shop
3,20 House Arugam,Beach
4,20 House Arugam,Bicycle rental
5,20 House Arugam,Airport transportation
6,20 House Arugam,Open-air bath
7,20 House Arugam,BBQ facilities
8,20 House Arugam,Parking garage
9,20 House Arugam,Wifi
10,20 House Arugam,Restaurant
11,20 House Arugam,Breakfast available
12,20 House Arugam,Wine / champagne
13,20 House Arugam,Car hire
14,20 House Arugam,Non-smoking hotel
15,20 House Arugam,Outdoor furniture
16,20 House Arugam,Shared kitchen
17,20 House Arugam,Shared lounge / TV area
18,20 House Arugam,Shops
19,20 House Arugam,Sun umbrellas
20,20 House Arugam,24-hour front desk
21,20 House Arugam,Dry cleaning
22,20 House Arugam,Laundry service
23,20 House Arugam,Self-serve laundry
24,20 House Arugam,Ironing service
25,20 House Arugam,Soundproof rooms
26,20 House Arugam,Air conditioning
27,20 House Arugam,Room service
28,20 House Arugam,Bottled water
29,20 House Arugam,Kitchenette
30,20 House Arugam,Non-smoking rooms
31,20 House Arugam,Family rooms
32,20 House Arugam,Smoking rooms available
,hotel,feature
0,Alaia Resort,Free parking
1,Alaia Resort,Parking
2,Alaia Resort,Free High Speed Internet (WiFi)
3,Alaia Resort,Restaurant
4,Alaia Resort,Beach
5,Alaia Resort,Airport transportation
6,Alaia Resort,BBQ facilities
7,Alaia Resort,Non-smoking hotel
8,Alaia Resort,Wifi
9,Alaia Resort,Taxi service
10,Alaia Resort,Air conditioning
11,Alaia Resort,Room service
12,Alaia Resort,Non-smoking rooms
13,Alaia Resort,Family rooms
,hotel,feature
0,Hotel Arugam bay Beach Inn,Free parking
1,Hotel Arugam bay Beach Inn,Free High Speed Internet (WiFi)
2,Hotel Arugam bay Beach Inn,Bar / lounge
3,Hotel Arugam bay Beach Inn,Beach
4,Hotel Arugam bay Beach Inn,Bicycle rental
5,Hotel Arugam bay Beach Inn,Children Activities (Kid / Family Friendly)
6,Hotel Arugam bay Beach Inn,Pets Allowed ( Dog / Pet Friendly )
7,Hotel Arugam bay Beach Inn,Airport transportation
8,Hotel Arugam bay Beach Inn,Secured parking
9,Hotel Arugam bay Beach Inn,Restaurant
10,Hotel Arugam bay Beach Inn,Breakfast in the room
11,Hotel Arugam bay Beach Inn,Kids' meals
12,Hotel Arugam bay Beach Inn,Special diet menus
13,Hotel Arugam bay Beach Inn,Shuttle bus service
14,Hotel Arugam bay Beach Inn,Car hire
15,Hotel Arugam bay Beach Inn,BBQ facilities
16,Hotel Arugam bay Beach Inn,Baggage storage
17,Hotel Arugam bay Beach Inn,Concierge
18,Hotel Arugam bay Beach Inn,Currency exchange
19,Hotel Arugam bay Beach Inn,Newspaper
20,Hotel Arugam bay Beach Inn,Non-smoking hotel
21,Hotel Arugam bay Beach Inn,Shared kitchen
22,Hotel Arugam bay Beach Inn,Shared lounge / TV area
23,Hotel Arugam bay Beach Inn,Sun loungers / beach chairs
24,Hotel Arugam bay Beach Inn,Sun terrace
25,Hotel Arugam bay Beach Inn,Sun umbrellas
26,Hotel Arugam bay Beach Inn,24-hour front desk
27,Hotel Arugam bay Beach Inn,Express check-in / check-out
28,Hotel Arugam bay Beach Inn,Private check-in / check-out
29,Hotel Arugam bay Beach Inn,Laundry service
30,Hotel Arugam bay Beach Inn,Air conditioning
31,Hotel Arugam bay Beach Inn,Private beach
32,Hotel Arugam bay Beach Inn,Room service
33,Hotel Arugam bay Beach Inn,Bottled water
,hotel,feature
0,Sunset View Beach Hotel,Free parking
1,Sunset View Beach Hotel,Free High Speed Internet (WiFi)
2,Sunset View Beach Hotel,Restaurant
3,Sunset View Beach Hotel,Beach
4,Sunset View Beach Hotel,Bicycle rental
5,Sunset View Beach Hotel,Children's television networks
6,Sunset View Beach Hotel,Pets Allowed ( Dog / Pet Friendly )
7,Sunset View Beach Hotel,Airport transportation
8,Sunset View Beach Hotel,Secured parking
9,Sunset View Beach Hotel,Breakfast in the room
10,Sunset View Beach Hotel,Bicycles available
11,Sunset View Beach Hotel,Bicycle tours
12,Sunset View Beach Hotel,Fishing
13,Sunset View Beach Hotel,Car hire
14,Sunset View Beach Hotel,BBQ facilities
15,Sunset View Beach Hotel,Convenience store
16,Sunset View Beach Hotel,Currency exchange
17,Sunset View Beach Hotel,Mosquito net
18,Sunset View Beach Hotel,Newspaper
19,Sunset View Beach Hotel,Outdoor furniture
20,Sunset View Beach Hotel,Picnic area
21,Sunset View Beach Hotel,Shared kitchen
22,Sunset View Beach Hotel,Shared lounge / TV area
23,Sunset View Beach Hotel,Shops
24,Sunset View Beach Hotel,Sun terrace
25,Sunset View Beach Hotel,24-hour front desk
26,Sunset View Beach Hotel,Private check-in / check-out
27,Sunset View Beach Hotel,Dry cleaning
28,Sunset View Beach Hotel,Laundry service
29,Sunset View Beach Hotel,Washing machine
30,Sunset View Beach Hotel,Ironing service
31,Sunset View Beach Hotel,Air conditioning
32,Sunset View Beach Hotel,Additional bathroom
33,Sunset View Beach Hotel,Desk
34,Sunset View Beach Hotel,Housekeeping
35,Sunset View Beach Hotel,Coffee / tea maker
36,Sunset View Beach Hotel,Microwave
37,Sunset View Beach Hotel,Bath / shower
38,Sunset View Beach Hotel,Complimentary toiletries
39,Sunset View Beach Hotel,Room service
40,Sunset View Beach Hotel,Seating area
41,Sunset View Beach Hotel,Bottled water
42,Sunset View Beach Hotel,Clothes rack
43,Sunset View Beach Hotel,Iron
44,Sunset View Beach Hotel,Wake-up service / alarm clock
,hotel,feature
0,Star Rest Surf Camp,Free parking
1,Star Rest Surf Camp,Free High Speed Internet (WiFi)
2,Star Rest Surf Camp,Yoga classes
3,Star Rest Surf Camp,Free breakfast
4,Star Rest Surf Camp,Beach
5,Star Rest Surf Camp,Badminton
6,Star Rest Surf Camp,Kids stay free
7,Star Rest Surf Camp,"Books, DVDs, music for children"
8,Star Rest Surf Camp,Valet parking
9,Star Rest Surf Camp,Wifi
10,Star Rest Surf Camp,Fitness / spa locker rooms
11,Star Rest Surf Camp,Personal trainer
12,Star Rest Surf Camp,Restaurant
13,Star Rest Surf Camp,Breakfast available
14,Star Rest Surf Camp,Breakfast in the room
15,Star Rest Surf Camp,Complimentary Instant Coffee
16,Star Rest Surf Camp,Complimentary tea
17,Star Rest Surf Camp,Complimentary welcome drink
18,Star Rest Surf Camp,Happy hour
19,Star Rest Surf Camp,Kid-friendly buffet
20,Star Rest Surf Camp,Kids' meals
21,Star Rest Surf Camp,Outdoor dining area
22,Star Rest Surf Camp,Special diet menus
23,Star Rest Surf Camp,Bicycle rental
24,Star Rest Surf Camp,Bicycles available
25,Star Rest Surf Camp,Boating
26,Star Rest Surf Camp,Bowling
27,Star Rest Surf Camp,Water sport equipment rentals
28,Star Rest Surf Camp,Windsurfing
29,Star Rest Surf Camp,Bicycle tours
30,Star Rest Surf Camp,Entertainment staff
31,Star Rest Surf Camp,Evening entertainment
32,Star Rest Surf Camp,Fishing
33,Star Rest Surf Camp,Walking tours
34,Star Rest Surf Camp,Nightclub / DJ
35,Star Rest Surf Camp,Children's playground
36,Star Rest Surf Camp,Pets Allowed ( Dog / Pet Friendly )
37,Star Rest Surf Camp,Airport transportation
38,Star Rest Surf Camp,Shuttle bus service
39,Star Rest Surf Camp,Car hire
40,Star Rest Surf Camp,Taxi service
41,Star Rest Surf Camp,Photo copier / fax In business center
42,Star Rest Surf Camp,Spa
43,Star Rest Surf Camp,Couples massage
44,Star Rest Surf Camp,Facial treatments
45,Star Rest Surf Camp,Foot bath
46,Star Rest Surf Camp,Foot massage
47,Star Rest Surf Camp,Full body massage
48,Star Rest Surf Camp,Hand massage
49,Star Rest Surf Camp,Head massage
50,Star Rest Surf Camp,Massage
51,Star Rest Surf Camp,Neck massage
52,Star Rest Surf Camp,Open-air bath
53,Star Rest Surf Camp,Adults only
54,Star Rest Surf Camp,Rooftop terrace
55,Star Rest Surf Camp,Ski In / Ski Out
56,Star Rest Surf Camp,24-hour security
57,Star Rest Surf Camp,BBQ facilities
58,Star Rest Surf Camp,Baggage storage
59,Star Rest Surf Camp,Chapel / shrine
60,Star Rest Surf Camp,Convenience store
61,Star Rest Surf Camp,Currency exchange
62,Star Rest Surf Camp,Executive lounge access
63,Star Rest Surf Camp,Mosquito net
64,Star Rest Surf Camp,Newspaper
65,Star Rest Surf Camp,Non-smoking hotel
66,Star Rest Surf Camp,Outdoor fireplace
67,Star Rest Surf Camp,Outdoor furniture
68,Star Rest Surf Camp,Picnic area
69,Star Rest Surf Camp,Shared bathroom
70,Star Rest Surf Camp,Shared kitchen
71,Star Rest Surf Camp,Shared lounge / TV area
72,Star Rest Surf Camp,Shops
73,Star Rest Surf Camp,Sun deck
74,Star Rest Surf Camp,Sun loungers / beach chairs
75,Star Rest Surf Camp,Sun terrace
76,Star Rest Surf Camp,Sun umbrellas
77,Star Rest Surf Camp,ATM on site
78,Star Rest Surf Camp,Butler service
79,Star Rest Surf Camp,First aid kit
80,Star Rest Surf Camp,Umbrella
81,Star Rest Surf Camp,24-hour check-in
82,Star Rest Surf Camp,24-hour front desk
83,Star Rest Surf Camp,Express check-in / check-out
84,Star Rest Surf Camp,Private check-in / check-out
85,Star Rest Surf Camp,Clothes dryer
86,Star Rest Surf Camp,Dry cleaning
87,Star Rest Surf Camp,Laundry service
88,Star Rest Surf Camp,Self-serve laundry
89,Star Rest Surf Camp,Washing machine
90,Star Rest Surf Camp,Ironing service
91,Star Rest Surf Camp,Shoeshine
92,Star Rest Surf Camp,Air conditioning
93,Star Rest Surf Camp,Private beach
94,Star Rest Surf Camp,Additional bathroom
95,Star Rest Surf Camp,Desk
96,Star Rest Surf Camp,Kitchenette
97,Star Rest Surf Camp,Flatscreen TV
